,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
1742,General debate,A_56_PV.45_E, 2001-11-10 ,Manley,Canada,John  Manley,CAN,Minister for Foreign Affairs of Canada. Mr. Manley (Canada): It is indeed an honour to be here in New York City and at the General Assembly. That we are gathered here now
1743,General debate,A_56_PV.45_E, 2001-11-10 ,Minoves-Triquell,Andorra,Juli  Minoves-Triquell,AND,Minister for Foreign Affairs of Andorra. (spoke (Andorra) Mr. Minoves-Triquell in French): Allow me at the outset to congratulate Mr. Han Seung-soo on his election to the presidency of the Assembly and to express our thanks to his predecessor
1744,General debate,A_56_PV.45_E, 2001-11-10 ,Védrine,France,Hubert  Védrine,FRA,Minister for Foreign Affairs of France. Mr. Vedrine (France) (spoke in French): At the outset
1745,General debate,A_56_PV.45_E, 2001-11-10 ,Mahama,Ghana,Alhaji Aliu  Mahama,GHA,Vice-President of the Republic of Ghana 
1746,General debate,A_56_PV.45_E, 2001-11-10 ,Iliescu,Romania,Ion  Iliescu,ROU,President of Romania 
1747,General debate,A_56_PV.45_E, 2001-11-10 ,Patterson,Jamaica,Percival James  Patterson,JAM,Prime Minister and Minister of Defence of Jamaica 
1748,General debate,A_56_PV.45_E, 2001-11-10 ,Chiluba,Zambia,Frederick  Chiluba,ZMB,President of the Republic of Zambia 
1749,General debate,A_56_PV.45_E, 2001-11-10 ,Quiroga Ramírez,Bolivia,Jorge  Quiroga Ramírez,BOL,President of the Republic of Bolivia 
1750,General debate,A_56_PV.45_E, 2001-11-10 ,Kucan,Slovenia,Milan  Kucan,SVN,President of the Republic of Slovenia 
1751,General debate,A_56_PV.45_E, 2001-11-10 ,Toledo Manrique,Peru,Alejandro  Toledo Manrique,PER,President of the Republic of Peru 
1752,General debate,A_56_PV.45_E, 2001-11-10 ,Pastrana Arango,Colombia,Andrés  Pastrana Arango,COL,President of the Republic of Colombia 
1753,General debate,A_56_PV.45_E, 2001-11-10 ,Musharraf,Pakistan,Pervez  Musharraf,PAK,President of the Islamic Republic of Pakistan 
1713,General debate,A_56_PV.46_E, 2001-11-11 ,Arafat,Palestine,Yasir  Arafat,PSE,Chairman of the Executive Committee of the Palestine Liberation Organization the Palestinian Authority. and President of Mr. Arafat (Palestine) (spoke in Arabic): I would like to begin by extending my congratulations to you
1714,General debate,A_56_PV.46_E, 2001-11-11 ,Ping,Gabon,Jean  Ping,GAB,
1715,General debate,A_56_PV.46_E, 2001-11-11 ,Farah,Djibouti,Ali Abdi  Farah,DJI,
1716,General debate,A_56_PV.46_E, 2001-11-11 ,Ruggiero,Italy,Renato  Ruggiero,ITA,Minister Foreign Affairs of Italy. Mr. Ruggiero (Italy): I wish to congratulate the President on his election to head the first session of the General Assembly of the new millennium. I am certain that his experience and commitment will enable us to achieve the high goals that we all share. I also renew the Italian Governments warmest congratulations to Secretary-General Kofi Annan on his receipt of the Nobel Peace Prize. His appointment to a second term to the leadership of the United Nations is both welcome and unanimously appreciated. 
1717,General debate,A_56_PV.46_E, 2001-11-11 ,Tuomioja,Finland,Erkki  Tuomioja,FIN,Minister for Foreign Affairs of Finland. Mr. Tuomioja (Finland): 
1718,General debate,A_56_PV.46_E, 2001-11-11 ,Straw,United Kingdom,Jack  Straw,GBR,Secretary of State for Foreign and Commonwealth 20 Affairs of the United Kingdom of Great Britain and Northern Ireland. Mr. Straw (United Kingdom): Please allow me warmly to congratulate you
1719,General debate,A_56_PV.46_E, 2001-11-11 ,Tang,China,Jiaxuan  Tang,CHN,
1720,General debate,A_56_PV.46_E, 2001-11-11 ,Lagumdzija,Bosnia and Herzegovina,Zlatko  Lagumdzija,BIH,Prime Minister of Bosnia and Herzegovina 
1721,General debate,A_56_PV.46_E, 2001-11-11 ,Jugnauth,Mauritius,Anerood  Jugnauth,MUS,Prime Minister of Mauritius
1722,General debate,A_56_PV.46_E, 2001-11-11 ,Kabila Kabange,Democratic Republic of the Congo,Joseph  Kabila Kabange,COD,President of the Democratic Republic of the Congo 
1723,General debate,A_56_PV.46_E, 2001-11-11 ,Museveni,Uganda,Yoweri  Museveni,UGA,President of the Republic of Uganda 
1724,General debate,A_56_PV.46_E, 2001-11-11 ,González Macchi,Paraguay,Luis  González Macchi,PRY,President of the Republic of Paraguay 
1725,General debate,A_56_PV.46_E, 2001-11-11 ,Mesic,Croatia,Stipe  Mesic,HRV,President of the Republic of Croatia 
1726,General debate,A_56_PV.46_E, 2001-11-11 ,Clerides,Cyprus,Glafcos  Clerides,CYP,President of the Republic of Cyprus 
1727,General debate,A_56_PV.47_E, 2001-11-11 ,Ratsifandrihamanana,Madagascar,Lila Hanitra  Ratsifandrihamanana,MDG,Minister for Foreign Affairs of Madagascar. Mrs. Ratsifandriamanana (Madagascar) (spoke in French): It is with strong feelings that we return today to New York to find it still darkened by mourning yet ever brightened by the aura of freedom. New York is the capital of international diplomacy
1728,General debate,A_56_PV.47_E, 2001-11-11 ,Sangaré,Côte d'Ivoire,Abou Drahamane  Sangaré,CIV,Minister of State for Foreign Affairs of Cote dIvoire. Mr. Sangare (Cote dIvoire) (spoke in French): 
1729,General debate,A_56_PV.47_E, 2001-11-11 ,Hor,Cambodia,Namhong  Hor,KHM,Senior Minister for Foreign Affairs and International Cooperation of Cambodia. Mr. Hor Namhong (Cambodia): I wish to join other representatives in congratulating you
1730,General debate,A_56_PV.47_E, 2001-11-11 ,Belkhadem,Algeria,Abdelaziz  Belkhadem,DZA,
1731,General debate,A_56_PV.47_E, 2001-11-11 ,Möeller Freile,Ecuador,Heinz  Möeller Freile,ECU,Minister for Foreign Affairs of Ecuador. Mr. Moeller Freile (Ecuador) (spoke in Spanish): I congratulate you
1732,General debate,A_56_PV.47_E, 2001-11-11 ,Gama,Portugal,Jaime  Gama,PRT,
1733,General debate,A_56_PV.47_E, 2001-11-11 ,Abdi,Mauritania,Dah Ould  Abdi,MRT,Minister Cooperation of Mauritania. Mr. Ould Abdi (Mauritania) (spoke in Arabic): I am delighted to be able to congratulate you
1734,General debate,A_56_PV.47_E, 2001-11-11 ,Petersen,Norway,Jan  Petersen,NOR,Minister for Foreign Affairs of Norway. Mr. Petersen (Norway): First
1735,General debate,A_56_PV.47_E, 2001-11-11 ,Miyazawa,Japan,Kiichi  Miyazawa,JPN,Member of Parliament and former Prime Minister of Japan. like (Japan): I would Mr. Miyazawa to congratulate Mr. Han Seung-soo
1736,General debate,A_56_PV.47_E, 2001-11-11 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,to guarantee stability in the area through a final solution that would enjoy the support of all parties concerned. Turning to developments in the Lockerbie crisis
1737,General debate,A_56_PV.47_E, 2001-11-11 ,Malielegaoi,Samoa,Tuilaepa Sailele  Malielegaoi,WSM,Prime Minister and Minister for Foreign Affairs of the Independent State of Samoa 
1738,General debate,A_56_PV.47_E, 2001-11-11 ,Subah,Kuwait,Sabah al-Ahmad al-Jabir  Subah,KWT,Acting Prime Minister and Minister for Foreign Affairs of the State of Kuwait 
1739,General debate,A_56_PV.47_E, 2001-11-11 ,Portillo,Guatemala,Alfonso  Portillo,GTM,President of the Republic of Guatemala 
1685,General debate,A_56_PV.48_E, 2001-11-12 ,Al-Shamsi,United Arab Emirates,Abdulaziz  Al-Shamsi,ARE,chairman of the United Arab Emirates. the delegation of Mr. Al-Shamsi (United Arab Emirates) (spoke in Arabic): At the outset
1686,General debate,A_56_PV.48_E, 2001-11-12 ,Mindaoudou,Niger,Aichatou  Mindaoudou,NER,Minister Affairs and Cooperation of Niger. international relations and Ms. Mindaoudou (Niger) (spoke in French): 
1687,General debate,A_56_PV.48_E, 2001-11-12 ,Sidibe,Mali,Modibo  Sidibe,MLI,Minister for Foreign Affairs of Mali. Mr. Sidibe (Mali) (spoke in French): At the outset
1688,General debate,A_56_PV.48_E, 2001-11-12 ,Sousa,Cape Verde,Manuel Inocêncio  Sousa,CPV,Minister for Foreign Affairs
1689,General debate,A_56_PV.48_E, 2001-11-12 ,El-Khatib,Jordan,Abdul Ilah  El-Khatib,JOR,
1690,General debate,A_56_PV.48_E, 2001-11-12 ,Ferrero-Waldner,Austria,Benita  Ferrero-Waldner,AUT,the Federal Minister for Foreign Affairs of Austria. in Queens
1691,General debate,A_56_PV.48_E, 2001-11-12 ,Asgrímsson,Iceland,Halldór  Asgrímsson,ISL,
1692,General debate,A_56_PV.48_E, 2001-11-12 ,Gadio,Senegal,Cheikh Tidiane  Gadio,SEN,
1693,General debate,A_56_PV.48_E, 2001-11-12 ,Briceño,Belize,John  Briceño,BLZ,Deputy Prime Minister and Minister of Natural Resources
1694,General debate,A_56_PV.48_E, 2001-11-12 ,Fisher,Germany,Joschka  Fisher,DEU,Deputy Chancellor and Minister for Foreign Affairs of Germany. Mr. Fischer (Germany) (spoke in German; English interpretation provided by the delegation): Only a few moments ago
1695,General debate,A_56_PV.48_E, 2001-11-12 ,Cem,Turkey,Ismail  Cem,TUR,
1696,General debate,A_56_PV.48_E, 2001-11-12 ,Borg,Malta,Joseph  Borg,MLT,
1697,General debate,A_56_PV.48_E, 2001-11-12 ,Moi,Kenya,Daniel arap  Moi,KEN,President and Commander-in-Chief of the Republic of Kenya
1698,General debate,A_56_PV.48_E, 2001-11-12 ,Harris,Nauru,Rene  Harris,NRU,President and Minister for Foreign Affairs of the Republic of Nauru 
1699,General debate,A_56_PV.49_E, 2001-11-12 ,Rahman,Bangladesh,Reaz  Rahman,BGD,State Minister for Foreign Affairs of Bangladesh. Mr. Rahman (Bangladesh): I wish warmly to congratulate Mr. Han Seung-soo on his unanimous election to the presidency of the General Assembly. We 40 share the conviction that he will infuse the work of the Assembly with dynamism and a new perspective. I also join in the warm tributes paid to his predecessor
1700,General debate,A_56_PV.49_E, 2001-11-12 ,Mitreva,The former Yugoslav Republic of Macedonia,Slobodan Casule  Mitreva,MKD,
1701,General debate,A_56_PV.49_E, 2001-11-12 ,Ben Yahia,Tunisia,Habib  Ben Yahia,TUN,Minister for Foreign Affairs of Tunisia. Mr. Ben Yahia (Tunisia) (spoke in Arabic): I am pleased to begin by extending to Mr. Han Seung-soo and through him to his friendly country
1702,General debate,A_56_PV.49_E, 2001-11-12 ,Piqué,Spain,Josep  Piqué,ESP,Minister for Foreign Affairs of Spain. Mr. PiquØ (Spain) (spoke in Spanish): First of all
1703,General debate,A_56_PV.49_E, 2001-11-12 ,Jameel,Maldives,Fathulla  Jameel,MDV,Minister for Foreign Affairs of Maldives. Mr. Jameel (Maldives): It gives me great pleasure
1704,General debate,A_56_PV.49_E, 2001-11-12 ,Cowen,Ireland,Brian  Cowen,IRL,the Minister for Foreign Affairs of Ireland. Mr. Cowen (Ireland): I congratulate the President on his election as President of the fifty-sixth session of the General Assembly and thank him for his successful efforts to take forward the work of this Assembly. My colleague
1705,General debate,A_56_PV.49_E, 2001-11-12 ,Khvostov,Belarus,Mikhail M.  Khvostov,BLR,Minister for Foreign Affairs of Belarus. Mr. Khvostov (Belarus) (spoke in Russian): 
1706,General debate,A_56_PV.49_E, 2001-11-12 ,Benamar,Morocco,Mohammed  Benamar,MAR,Secretary of the General People(cid:146)s Committee for Foreign Liaison and International Cooperation of the Libyan Arab Jamahiriya. Mr. Shalghem (Libyan Arab Jamahiriya): At the outset
1707,General debate,A_56_PV.49_E, 2001-11-12 ,Polfer,Luxembourg,Lydie  Polfer,LUX,Deputy Prime Minister and Minister for Foreign Affairs and International Cooperation of Luxembourg. like Ms. Polfer (Luxembourg) (spoke in French): First
1708,General debate,A_56_PV.49_E, 2001-11-12 ,Goff,New Zealand,Phil  Goff,NZL,the Minister for Foreign Affairs and Trade of New Zealand. Mr. Goff (New Zealand): May I first express my condolences to the families and friends of those who died in this morning(cid:146)s air crash. This was a tragedy in a city that has already seen more than its share of tragedy in recent times. We meet in New York at this session of the General Assembly under the shadow of terrorist attacks on this city just two months ago. We mourn the lives of nearly 5
1709,General debate,A_56_PV.49_E, 2001-11-12 ,Shalghem,Libyan Arab Jamahiriya,Abdurahman  Shalghem,LBY,Secretary of the General People(cid:146)s Committee for Foreign Liaison and International Cooperation of the Libyan Arab Jamahiriya. Mr. Shalghem (Libyan Arab Jamahiriya): At the outset
1710,General debate,A_56_PV.49_E, 2001-11-12 ,Cimoszewicz,Poland,Wlodzimierz  Cimoszewicz,POL,
1711,General debate,A_56_PV.49_E, 2001-11-12 ,Levens,Suriname,Maria  Levens,SUR,Minister for Foreign Affairs of Suriname. Mrs. Levens (Suriname): My delegation cannot find the words to convey its sadness about the plane crash that occurred in a residential area in New York this morning. At moments like these
1712,General debate,A_56_PV.49_E, 2001-11-12 ,Meidani,Albania,Rexhep  Meidani,ALB,President of the Republic of Albania 
1672,General debate,A_56_PV.50_E, 2001-11-13 ,Meredov,Turkmenistan,Rashid  Meredov,TKM,
1673,General debate,A_56_PV.50_E, 2001-11-13 ,Svilanovic,Yugoslavia,Goran  Svilanovic,YUG,the Federal Minister for Foreign Affairs of Yugoslavia. Mr. Svilanovic (Yugoslavia): Let me begin by congratulating Mr. Han Seung-soo on his election as President of the General Assembly. Your sterling credentials
1674,General debate,A_56_PV.50_E, 2001-11-13 ,Lindh,Sweden,Anna  Lindh,SWE,Minister for Foreign Affairs of Sweden. Ms. Lindh start by congratulating the United Nations and its Secretary- General
1675,General debate,A_56_PV.50_E, 2001-11-13 ,Rojas López,Costa Rica,Roberto  Rojas López,CRI,Minister for Foreign Affairs of Costa Rica. (spoke (Costa Rica) Mr. Rojas Lopez in Spanish): Allow me at the outset to congratulate you
1676,General debate,A_56_PV.50_E, 2001-11-13 ,Al-Khalifa,Bahrain,Mohammed Bin Mubarak  Al-Khalifa,BHR,Minister for Foreign Affairs of Bahrain. 26 that befell Shaikh Al-Khalifa (Bahrain) (spoke in Arabic): This session is taking place amid feelings of sadness and grief that prevail following the terrorist acts of 11 September the United States. 
1677,General debate,A_56_PV.50_E, 2001-11-13 ,Kadirgamar,Sri Lanka,Lakshman  Kadirgamar,LKA,Minister for Foreign Affairs of Sri Lanka. the floor Mr. Kadirgamar (Sri Lanka): Every speaker from this podium during the special debate on terrorism
1678,General debate,A_56_PV.50_E, 2001-11-13 ,Pérez Roque,Cuba,Felipe  Pérez Roque,CUB,Minister for Foreign Affairs of Cuba. Mr. Perez Roque (Cuba) (spoke in Spanish): Before delivering my statement
1679,General debate,A_56_PV.50_E, 2001-11-13 ,Camara,Guinea,Mahawa Bangoura  Camara,GIN,
1680,General debate,A_56_PV.50_E, 2001-11-13 ,Aartsen,Netherlands,Jozias van  Aartsen,NLD,
1681,General debate,A_56_PV.50_E, 2001-11-13 ,Kikwete,United Republic of Tanzania,Jakaya  Kikwete,TZA,Minister for Foreign Affairs and International Cooperation of the United Republic of Tanzania. Mr. Kikwete (United Republic of Tanzania): I would like to take this opportunity to congratulate you
1682,General debate,A_56_PV.50_E, 2001-11-13 ,Enkhbayar,Mongolia,Nambar  Enkhbayar,MNG,Prime Minister of Mongolia 
1683,General debate,A_56_PV.50_E, 2001-11-13 ,Alemán Lacayo,Nicaragua,Arnoldo  Alemán Lacayo,NIC,President of the Republic of Nicaragua 
1684,General debate,A_56_PV.50_E, 2001-11-13 ,Falcam,Micronesia,Leo Amy  Falcam,FSM,President of the Federated States of Micronesia 
1658,General debate,A_56_PV.51_E, 2001-11-13 ,Nguyen,Viet Nam,Thanh Chau  Nguyen,VNM,Chairman of the delegation of Viet Nam. Mr. Nguyen Thanh Chau (Viet Nam): I am again the last speaker of the day
1659,General debate,A_56_PV.51_E, 2001-11-13 ,Serbini,Brunei Darussalam,Ali  Serbini,BRN,Chairman of the delegation of Brunei Darussalam. to Mr. Serbini (Brunei Darussalam): On behalf of His Majestys Government
1660,General debate,A_56_PV.51_E, 2001-11-13 ,Alimov,Tajikistan,Rashid  Alimov,TJK,Chairman of the delegation of Tajikistan. the the members of Mr. Alimov (Tajikistan) (spoke in Russian): This session of the General Assembly is facing the very important task of comparing and coordinating the positions of international community on the most urgent issues of our time
1661,General debate,A_56_PV.51_E, 2001-11-13 ,Li,Democratic People's Republic of Korea,Hyong Chol  Li,PRK,we offer our most heartfelt congratulations to the Secretary-General
1662,General debate,A_56_PV.51_E, 2001-11-13 ,Rolle,Bahamas,Anthony Charles  Rolle,BHS,Chairman of the delegation of the Bahamas. Mr. Rolle (Bahamas): 
1663,General debate,A_56_PV.51_E, 2001-11-13 ,Hasmy,Malaysia,Agam  Hasmy,MYS,Chairman of the delegation of Malaysia. Mr. Agam (Malaysia): My delegation would like to congratulate the distinguished Foreign Minister of the Republic of Korea on his election as President of the fifty-sixth session of the General Assembly. I have no doubt that under his able and wise stewardship he will be able to guide the proceedings of this Assembly to a successful conclusion. Our congratulations also go to the other members of the Bureau
1664,General debate,A_56_PV.51_E, 2001-11-13 ,Sinunguruza,Burundi,Therence  Sinunguruza,BDI,Mr. Sinunguruza (Burundi) (spoke in French): It is for me a signal honour to take the floor today before the Assembly at its fifty-sixth session. On behalf of my delegation
1665,General debate,A_56_PV.51_E, 2001-11-13 ,Walch,Liechtenstein,Ernst  Walch,LIE,Minister for Foreign Affairs of Liechtenstein. speakers Mr. Walch (Liechtenstein): Let me first join previous expressing our heartfelt sympathies to the host country and to the bereaved families for the loss of their loved ones in yesterdays disaster. in for international cooperation Ever since 11 September
1666,General debate,A_56_PV.51_E, 2001-11-13 ,Martonyi,Hungary,János  Martonyi,HUN,Minister for Foreign Affairs of Hungary. Mr. Martonyi (Hungary) (spoke in French): First
1667,General debate,A_56_PV.51_E, 2001-11-13 ,Jagne,Gambia,Baboucarr-Blaise  Jagne,GMB,Excellency Mr. Baboucarr-Blaise Minister for Foreign Affairs of the Gambia. Ismaila Mr. Jagne (Gambia): On behalf of my delegation
1668,General debate,A_56_PV.51_E, 2001-11-13 ,Tolentino Dipp,Dominican Republic,Hugo  Tolentino Dipp,DOM,Minister the Dominican Republic
1669,General debate,A_56_PV.51_E, 2001-11-13 ,Kavan,Czech Republic,Jan  Kavan,CZE,Deputy Prime Minister and Minister for Foreign Affairs of the Czech Republic. Mr. Kavan (Czech Republic): Let me congratulate Mr. Han Seung-soo on his election to the presidency of the fifty-sixth session of the General Assembly and wish him every success in this important post. At the same time
1670,General debate,A_56_PV.51_E, 2001-11-13 ,Papandreou,Greece,George A.  Papandreou,GRC,Minister for Foreign Affairs of Greece. Mr. Papandreou to congratulate the President
1671,General debate,A_56_PV.51_E, 2001-11-13 ,Charles,Dominica,Pierre  Charles,DMA,Prime Minister and Minister for Foreign Affairs of the Commonwealth of Dominica 
1644,General debate,A_56_PV.52_E, 2001-11-14 ,Aboul Gheit,Egypt,Ahmed  Aboul Gheit,EGY,Chairman of the delegation of Egypt. Mr. Aboul Gheit (Egypt) (spoke in Arabic): Allow me to read the statement that was to be delivered by the Minister for Foreign Affairs of the Arab Republic of Egypt
1645,General debate,A_56_PV.52_E, 2001-11-14 ,Carlot,Vanuatu,Alfred  Carlot,VUT,Chairman of the delegation of the Republic of Vanuatu. the people of Mr. Carlot (Vanuatu): At the outset
1646,General debate,A_56_PV.52_E, 2001-11-14 ,Serksnys,Lithuania,Gerdiminas  Serksnys,LTU,Chairman of the delegation of Lithuania. Mr. Serksnys (Lithuania): Let me at the outset express our deepest condolences to the families of the victims of Mondays tragic accident in Queens
1647,General debate,A_56_PV.52_E, 2001-11-14 ,Kalomoh,Namibia,Tuliameni  Kalomoh,NAM,Vice-Minister for Foreign Affairs
1648,General debate,A_56_PV.52_E, 2001-11-14 ,Guliyev,Azerbaijan,Vilayat   Guliyev,AZE,Minister Foreign Affairs of Azerbaijan. Mr. Guliyev (Azerbaijan): This session of the General Assembly is being held at a very difficult time for all of us. I congratulate you
1649,General debate,A_56_PV.52_E, 2001-11-14 ,Al-Shara',Syrian Arab Republic,Farouk  Al-Shara',SYR,Minister for Finance of Nepal. Mr. Mahat (Nepal): At the outset
1650,General debate,A_56_PV.52_E, 2001-11-14 ,Sabri,Iraq,Naji  Sabri,IRQ,Minister for Foreign Affairs of Iraq. Mr. Sabri (Iraq) (spoke in Arabic): I am glad to extend to you
1651,General debate,A_56_PV.52_E, 2001-11-14 ,Annadif,Chad,Mahamat Saleh   Annadif,TCD,Minister for Foreign Affairs of Chad. Mr. Annadif (Chad) (spoke in French): 
1652,General debate,A_56_PV.52_E, 2001-11-14 ,Adada,Congo,Rodolphe  Adada,COG,Minister for Foreign Affairs
1653,General debate,A_56_PV.52_E, 2001-11-14 ,Straker,Saint Vincent and the Grenadines,Louis  Straker,VCT,Deputy Prime Minister and Minister for Foreign Affairs of Saint Vincent and the Grenadines. 11 Mr. Straker (Saint Vincent and the Grenadines): Mr. President
1654,General debate,A_56_PV.52_E, 2001-11-14 ,Lengsavad,Lao People's Democratic Republic,Somsavat  Lengsavad,LAO,Deputy Prime Minister and Minister for Foreign Affairs of the Lao Peoples Democratic Republic. Mr. Lengsavad (Lao Peoples Democratic Republic) (spoke in Lao; English text provided by the delegation): On behalf of the delegation of the Lao Peoples Democratic Republic
1655,General debate,A_56_PV.52_E, 2001-11-14 ,Mahat,Nepal,Ram Sharan  Mahat,NPL,Minister for Finance of Nepal. Mr. Mahat (Nepal): At the outset
1656,General debate,A_56_PV.52_E, 2001-11-14 ,Brizuela de Avila,El Salvador,María Eugenia  Brizuela de Avila,SLV,under the leadership of Mayor Giuliani and Governor Pataki. While we pray for the victims and their families
1657,General debate,A_56_PV.52_E, 2001-11-14 ,Remengesau,Palau,Thomas Esang  Remengesau,PLW,Jr.
1630,General debate,A_56_PV.53_E, 2001-11-14 ,Hashi,Somalia,Ahmed Abdi  Hashi,SOM,Chairman of the delegation of Somalia. floor the Mr. Hashi (Somalia): I seize this opportunity to extend
1631,General debate,A_56_PV.53_E, 2001-11-14 ,Farhâdi,Afghanistan,Ravan  Farhâdi,AFG,Chairman of delegation of Afghanistan. Mr. Farhadi (Afghanistan): At the outset
1632,General debate,A_56_PV.53_E, 2001-11-14 ,Thinley,Bhutan,Jigmi  Thinley,BTN,Minister for Foreign Affairs of Bhutan. (Bhutan): twenty-first Mr. Thinley I congratulate the President of the President on his assumption of the difficult role of guiding the General Assembly at its fifty-sixth session. This session is being held during one of the saddest moments in the history of our Organization. Let me assure the full support of my delegation in the discharge of his most important functions. 
1633,General debate,A_56_PV.53_E, 2001-11-14 ,Patel,Malawi,Lilian  Patel,MWI,Minister for Foreign Affairs and International Cooperation of Malawi. 27 the condolences of the Republic of Malawi the people and to Ms. Patel (Malawi): At the outset
1634,General debate,A_56_PV.53_E, 2001-11-14 ,Captan,Liberia,Monie  Captan,LBR,Minister for Foreign Affairs of the Republic of Liberia. (Liberia): Mr. Captan to participate in this historic session on behalf of His Excellency Dr. Charles Ghankay Taylor
1635,General debate,A_56_PV.53_E, 2001-11-14 ,Harris,Saint Kitts and Nevis,Timothy Sylvester  Harris,KNA,Minister for Foreign Affairs and Education of Saint Kitts and Nevis. to convey Mr. Harris (Saint Kitts and Nevis): It gives me great pleasure to Mr. Han Seung-soo heartfelt congratulations
1636,General debate,A_56_PV.53_E, 2001-11-14 ,Idji,Benin,Kolawolé  Idji,BEN,Minister for Foreign Affairs and African Integration of the Republic of Benin. Mr. Idji (Benin) (spoke in French): I would first of all like to express my outrage at the unacceptable conditions that terrorism has imposed on us at the fifty- sixth session of the General Assembly of our Organization. New York has traditionally been a welcoming and cosmopolitan city. But now
1637,General debate,A_56_PV.53_E, 2001-11-14 ,Aung,Myanmar,Win  Aung,MMR,Minister for Foreign Affairs of Myanmar. Mr. Aung (Myanmar): On behalf of the delegation of the Union of Myanmar
1638,General debate,A_56_PV.53_E, 2001-11-14 ,Gatti,San Marino,Gabriele  Gatti,SMR,
1639,General debate,A_56_PV.53_E, 2001-11-14 ,Panou,Togo,Koffi  Panou,TGO,Minister for Foreign Affairs and Cooperation of the Republic of Togo. Mr. Panou (Togo) (spoke in French): 
1640,General debate,A_56_PV.53_E, 2001-11-14 ,Oskanian,Armenia,Vartan  Oskanian,ARM,Minister for Foreign Affairs of Armenia. Mr. Oskanian (Armenia): Let me begin
1641,General debate,A_56_PV.53_E, 2001-11-14 ,Merafhe,Botswana,Mompati S.  Merafhe,BWA,Minister for Foreign Affairs of Botswana. Mr. Merafhe (Botswana): Before I deliver my statement
1642,General debate,A_56_PV.53_E, 2001-11-14 ,Ibraimov,Kyrgyzstan,Osmonakun  Ibraimov,KGZ,State Secretary of the Kyrgyz Republic 
1643,General debate,A_56_PV.53_E, 2001-11-14 ,Sogavare,Solomon Islands,Manasseh  Sogavare,SLB,Prime Minister of Solomon Islands 
1616,General debate,A_56_PV.54_E, 2001-11-15 ,Jarbussynova,Kazakhstan,Madina  Jarbussynova,KAZ,Chairperson of the delegation of Kazakhstan. Ms. Jarbussynova (Kazakhstan): This session that is taking place under extraordinary circumstances
1617,General debate,A_56_PV.54_E, 2001-11-15 ,Mahbubani,Singapore,Kishore  Mahbubani,SGP,Chairman of the delegation of Singapore. Mr. Mahbubani (Singapore): It does seem strange to congratulate Minister Han Seung-soo on his appointment as President of the General Assembly so late in this session. But we live in unusual times. 
