,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
3254,General debate,A_64_PV.10_E, 2009-09-26 ,Leterme,Belgium,Yves  Leterme,BEL,Minister for Foreign Affairs of the Kingdom of Belgium. in French): Nothing is created without men; nothing lasts without institutions. Those words of Jean Monnet
3255,General debate,A_64_PV.10_E, 2009-09-26 ,Al Nahyan,United Arab Emirates,Abdullah bin Zayed  Al Nahyan,ARE,Minister for Foreign Affairs of the United Arab Emirates. Sheikh Al Nahyan (United Arab Emirates) (spoke in Arabic): Since the last session of the General Assembly
3256,General debate,A_64_PV.10_E, 2009-09-26 ,Spindelegger,Austria,Michael  Spindelegger,AUT,Federal Minister for European and International Affairs of Austria. Mr. Spindelegger (Austria): This has been a truly remarkable week
3257,General debate,A_64_PV.10_E, 2009-09-26 ,Baugh,Jamaica,Kenneth  Baugh,JAM,Deputy Prime Minister and Minister for Foreign Affairs and Trade of Jamaica. Mr. Baugh (Jamaica): I join other speakers in congratulating Mr. Ali Abdussalam Treki on assuming the presidency of the Assembly at its sixty-fourth session. We are confident that his extensive diplomatic experience will guide his leadership. He can be assured of the support and cooperation of Jamaica during his tenure. I also extend Jamaicas appreciation to Father Miguel dEscoto Brockmann for his energetic and visible leadership during the sixty-third session of the Assembly
3258,General debate,A_64_PV.10_E, 2009-09-26 ,Hor,Cambodia,Namhong  Hor,KHM,Deputy Prime Minister and Minister for Foreign Affairs and International Cooperation of the Kingdom of Cambodia. Mr. Hor Namhong (Cambodia): First
3259,General debate,A_64_PV.10_E, 2009-09-26 ,Wickremanayake,Sri Lanka,Ratnasiri  Wickremanayake,LKA,Prime Minister of the Democratic Socialist Republic of Sri Lanka 
3260,General debate,A_64_PV.10_E, 2009-09-26 ,Gomes Júnior,Guinea-Bissau,Carlos  Gomes Júnior,GNB,Prime Minister of the Republic of Guinea-Bissau 
3261,General debate,A_64_PV.10_E, 2009-09-26 ,Bainimarama,Fiji,Josaia V.  Bainimarama,FJI,Prime Minister and Commander of the Military Forces of the Republic of the Fiji Islands 
3262,General debate,A_64_PV.10_E, 2009-09-26 ,Berisha,Albania,Sali  Berisha,ALB,Prime Minister of the Republic of Albania 
3213,General debate,A_64_PV.11_E, 2009-09-28 ,Elrington,Belize,Wilfred P.  Elrington,BLZ,Attorney General
3214,General debate,A_64_PV.11_E, 2009-09-28 ,Abdullah,Oman,Yousef bin al-Alawi bin  Abdullah,OMN,
3215,General debate,A_64_PV.11_E, 2009-09-28 ,Thambwe Mwamba,Democratic Republic of the Congo,Alexis  Thambwe Mwamba,COD,Minister for Foreign Affairs of the Democratic Republic of the Congo. Mr. Thambwe Mwamba (Democratic Republic of the Congo) (spoke in French): Mr. President
3216,General debate,A_64_PV.11_E, 2009-09-28 ,Mindaoudou,Niger,Aichatou  Mindaoudou,NER,Minister for Foreign Affairs
3217,General debate,A_64_PV.11_E, 2009-09-28 ,Atabani,Sudan,Ghazi Salahuddin  Atabani,SDN,Adviser to the President of the Republic of the Sudan. Mr. Atabani (Sudan) (spoke in Arabic): It is my pleasure at the outset to convey the best wishes of the Government and people of the Sudan for successful deliberations in the sixty-fourth session of the General Assembly on its entire agenda. 
3218,General debate,A_64_PV.11_E, 2009-09-28 ,Al-Moualem,Syrian Arab Republic,Walid  Al-Moualem,SYR,Minister for Foreign Affairs of the Syrian Arab Republic. Mr. Al-Moualem (Syria) (spoke in Arabic): Allow me to congratulate the fraternal Libyan Arab Jamahiriya and you personally
3219,General debate,A_64_PV.11_E, 2009-09-28 ,Mohammed,Eritrea,Osman Saleh   Mohammed,ERI,Minister for Foreign Affairs of Eritrea. (Eritrea): Let me begin by congratulating our sisterly country the Libyan Arab Jamahiriya and you personally
3220,General debate,A_64_PV.11_E, 2009-09-28 ,Abdallah,Tunisia,Abdelwaheb  Abdallah,TUN,Minister for Foreign Affairs of the Republic of Tunisia. Mr. Abdallah (Tunisia) (spoke in Arabic): At the outset
3221,General debate,A_64_PV.11_E, 2009-09-28 ,Rodríguez Parrilla,Cuba,Bruno  Rodríguez Parrilla,CUB,Minister for Foreign Affairs of the Republic of Cuba. first week
3222,General debate,A_64_PV.11_E, 2009-09-28 ,Al-Khalifa,Bahrain,Shaikh Khalid Bin Ahmed bin Mohammed   Al-Khalifa,BHR,Minister for Foreign Affairs of the Kingdom of Bahrain. the majority of countries of 12 to its efficiency My highest appreciation also goes Shaikh Al-Khalifa (Bahrain) (spoke in Arabic): With great pleasure I extend heartfelt congratulations to my brother
3223,General debate,A_64_PV.11_E, 2009-09-28 ,Espinosa Cantellano,Mexico,Patricia  Espinosa Cantellano,MEX,Secretary of Foreign Relations of the United Mexican States. Spanish): Since Ms. Espinosa Cantellano (Mexico) (spoke in the General 
3224,General debate,A_64_PV.11_E, 2009-09-28 ,García Belaúnde,Peru,José Antonio  García Belaúnde,PER,Minister for Foreign Affairs of the Republic of Peru. Mr. Garcia Belaunde (Peru) (spoke in Spanish): I wish first of all to congratulate Mr. Ali Abdussalam Treki on his election as President of the General Assembly at its sixty-fourth session. Knowing his broad experience in the United Nations and his dedication to dialogue and consensus
3225,General debate,A_64_PV.11_E, 2009-09-28 ,Hausiku,Namibia,Marco  Hausiku,NAM,Minister for Foreign Affairs of the Republic of Namibia. to congratulate the President on his unanimous election to preside over the General Assembly at its sixty-fourth session. We are confident that he will discharge the responsibilities of that office with honour and dignity
3226,General debate,A_64_PV.11_E, 2009-09-28 ,Mularoni,San Marino,Antonella  Mularoni,SMR,Minister for Foreign Affairs of the Republic of San Marino. Ms. Mularoni (San Marino): Mr. President
3196,General debate,A_64_PV.12_E, 2009-09-28 ,Matussek,Germany,Thomas  Matussek,DEU,chairman of the delegation of the Federal Republic of Germany. Mr. Matussek (Germany): In these tumultuous times marked by manifold crises
3197,General debate,A_64_PV.12_E, 2009-09-28 ,Rodas Baca,Honduras,Patricia Isabel   Rodas Baca,HND,Minister for Foreign Affairs of the Republic of Honduras. Ms. Rodas (Honduras) (spoke in Spanish): For the past three years the President of Honduras has come to this global forum to propose simple
3198,General debate,A_64_PV.12_E, 2009-09-28 ,Spantâ,Afghanistan,Rangin Dâdfar  Spantâ,AFG,Minister for Foreign Affairs of the Islamic Republic of Afghanistan. Mr. Spanta (Afghanistan): First
3199,General debate,A_64_PV.12_E, 2009-09-28 ,Aman,Malaysia,Anifah  Aman,MYS,Minister for Foreign Affairs of Malaysia. Mr. Aman (Malaysia): I would like to take this opportunity to congratulate Mr. Treki on his presidency and to assure him of Malaysias full support. 
3200,General debate,A_64_PV.12_E, 2009-09-28 ,Costa,Timor-Leste,Zacarias Albano da  Costa,TLS,Minister for Foreign Affairs of Timor-Leste. Mr. Da Costa: Let me start by expressing my sincere congratulations to Mr. Ali Abdussalam Treki on his assumption to the presidency of the United Nations General Assembly at its sixty-fourth session. This year marks important milestones for Timor- Leste. Ten years ago
3201,General debate,A_64_PV.12_E, 2009-09-28 ,Anjos,Angola,Assunção Afonso dos  Anjos,AGO,Minister for Foreign Affairs of Angola. in Portuguese; English text provided by the delegation): First of all
3202,General debate,A_64_PV.12_E, 2009-09-28 ,Falconi,Ecuador,Fander  Falconi,ECU,Minister for Foreign Affairs
3203,General debate,A_64_PV.12_E, 2009-09-28 ,Bousquet,Saint Lucia,Rufus  Bousquet,LCA,Minister for External Affairs
3204,General debate,A_64_PV.12_E, 2009-09-28 ,Cécé Loua,Guinea,Alexandre  Cécé Loua,GIN,Minister for Foreign Affairs and Guineans Living Abroad of the Republic of Guinea. Mr. Loua (Guinea) (spoke in French): At the outset
3205,General debate,A_64_PV.12_E, 2009-09-28 ,Mahamat,Chad,Moussa Faki  Mahamat,TCD,Minister for Foreign Affairs of the Republic of Chad. Mr. Mahamat (Chad) (spoke in French): On behalf of my delegation and in my own name
3206,General debate,A_64_PV.12_E, 2009-09-28 ,McClean,Barbados,Maxine Pamela Ometa   McClean,BRB,Minister for Foreign Affairs and Foreign Trade of Barbados. Ms. McClean (Barbados): On behalf of my delegation
3207,General debate,A_64_PV.12_E, 2009-09-28 ,Nalbandyan,Armenia,Edward  Nalbandyan,ARM,Minister for Foreign Affairs of the Republic of Armenia. Mr. Nalbandyan (Armenia): I should like to warmly congratulate Mr. Treki on his election as responsive to to for us President of the General Assembly at its sixty-fourth session. We express our readiness to work with him to achieve the ambitious agenda ahead of us during this session. I should also like to extend our thanks to outgoing President Miguel dEscoto Brockmann for his hard work during the previous session. Each new session of the General Assembly provides an opportunity share our achievements and concerns with each other
3208,General debate,A_64_PV.12_E, 2009-09-28 ,Balói,Mozambique,Oldemiro Julio Marques  Balói,MOZ,Minister for Foreign Affairs and Cooperation of Mozambique. Mr. Baloi (Mozambique): It is a great honour for me to have this opportunity to address the General Assembly at its sixty-fourth session to share the views and offer the Republic of Mozambique on some of the challenges facing the world today. I would like
3209,General debate,A_64_PV.12_E, 2009-09-28 ,Norov,Uzbekistan,Vladimir  Norov,UZB,Minister for Foreign Affairs of the Republic of Uzbekistan. Mr. Norov (Uzbekistan): This session is being held at a time of unprecedented efforts made by States and international institutions to overcome the global financial and economic crisis. Unfortunately
3210,General debate,A_64_PV.12_E, 2009-09-28 ,Al-Qirbi,Yemen,Abubakr A.  Al-Qirbi,YEM,Minister for Foreign Affairs of the Republic of Yemen. Mr. Al-Qirbi (Yemen) (spoke in Arabic): At the outset
3211,General debate,A_64_PV.12_E, 2009-09-28 ,Power,Ireland,Peter  Power,IRL,Minister of State for Overseas Development of Ireland. begin
3212,General debate,A_64_PV.12_E, 2009-09-28 ,Mouknass,Mauritania,Naha Mint  Mouknass,MRT,Minister for Foreign Affairs and Cooperation of the Islamic Republic of Mauritania. Ms. Mint Mouknass (Mauritania) (spoke in Arabic): I should like at the outset
3179,General debate,A_64_PV.13_E, 2009-09-29 ,Hassan,Djibouti,Kadra Ahmed  Hassan,DJI,Minister for Foreign Affairs of the Republic of Indonesia. Mr. Wirajuda (Indonesia): We meet today while the world is in the grip of intertwined crises from which we must break free if we are to ensure our long- term survival. 
3180,General debate,A_64_PV.13_E, 2009-09-29 ,Migliore,Holy See,Celestino  Migliore,VAT,chairman of delegation of the Observer State of the Holy See. Archbishop Migliore (Holy See): As you
3181,General debate,A_64_PV.13_E, 2009-09-29 ,Ntwaagae,Botswana,Charles  Ntwaagae,BWA,chairman of the delegation of the Republic of Botswana. Mr. Ntwaagae (Botswana): I congratulate you
3182,General debate,A_64_PV.13_E, 2009-09-29 ,Daou,Mali,Oumar  Daou,MLI,chairman of the delegation of the Republic of Mali. Mr. Daou (Mali) (spoke in French): At the outset
3183,General debate,A_64_PV.13_E, 2009-09-29 ,Menan,Togo,Kodjo  Menan,TGO,chairman of the delegation of the Togolese Republic. Mr. Menan (Togo) (spoke in French): At the outset
3184,General debate,A_64_PV.13_E, 2009-09-29 ,Jumeau,Seychelles,Ronald Jean   Jumeau,SYC,chairman of the delegation of the Republic of Seychelles. Mr. Jumeau (Seychelles): On behalf of President James Michel of Seychelles
3185,General debate,A_64_PV.13_E, 2009-09-29 ,Staur,Denmark,Carsten  Staur,DNK,chairman of the delegation of the Kingdom of Denmark. Mr. Staur (Denmark): At this moment in time
3186,General debate,A_64_PV.13_E, 2009-09-29 ,Mitsialis,Greece,Anastassis  Mitsialis,GRC,chairman of the delegation of the Hellenic Republic. Mr. Mitsialis (Greece): On behalf of Her Excellency the Minister for Foreign Affairs of the Hellenic Republic
3187,General debate,A_64_PV.13_E, 2009-09-29 ,Cujba,Republic of Moldova,Alexandru  Cujba,MDA,chairman of the delegation of the Republic of Moldova. Mr. Cujba (Moldova): I am deeply honoured to address the Republic of Moldova. At the outset
3188,General debate,A_64_PV.13_E, 2009-09-29 ,Gonsalves,Saint Vincent and the Grenadines,Camillo  Gonsalves,VCT,chairman of the delegation of Saint Vincent and the Grenadines. the Grenadines): At the outset
3189,General debate,A_64_PV.13_E, 2009-09-29 ,Lima da Veiga,Cape Verde,Maria de Fátima  Lima da Veiga,CPV,29 September 2009
3190,General debate,A_64_PV.13_E, 2009-09-29 ,Olhaye,Djibouti,Roble  Olhaye,DJI,chairman of the delegation of Djibouti. Mr. Olhaye (Djibouti): I would like to begin by extending my warmest congratulations to the President on his election to the presidency of the General Assembly at its current session. I also take this opportunity to place on record our sincere appreciation of Father Miguel dEscoto Brockmann for his efforts and leadership during the sixty-third session. I wish as well the Secretary-General for his comprehensive report on the work of the Organization and for his tireless efforts and dedication in the cause of international peace and security. financial and economic crisis affecting many countries around the globe
3191,General debate,A_64_PV.13_E, 2009-09-29 ,Wirajuda,Indonesia,Hassan  Wirajuda,IDN,Minister for Foreign Affairs of the Republic of Indonesia. Mr. Wirajuda (Indonesia): We meet today while the world is in the grip of intertwined crises from which we must break free if we are to ensure our long- term survival. 
3192,General debate,A_64_PV.13_E, 2009-09-29 ,Store,Norway,Jonas  Store,NOR,Minister for Foreign Affairs of the Kingdom of Norway. Mr. Støre (Norway): In recent weeks
3193,General debate,A_64_PV.13_E, 2009-09-29 ,Santos López,Nicaragua,Samuel  Santos López,NIC,Minister for Foreign Affairs of the Republic of Nicaragua. in Spanish): Thirty years after the triumph of the peoples Sandinista Revolution and the start of a process of popular and participatory democracy
3194,General debate,A_64_PV.13_E, 2009-09-29 ,Abal,Papua New Guinea,Samuel T.  Abal,PNG,Minister for Foreign Affairs
3195,General debate,A_64_PV.13_E, 2009-09-29 ,David,Grenada,Peter C.  David,GRD,Minister for Foreign Affairs of Grenada. Mr. David (Grenada): I am honoured
3312,General debate,A_64_PV.4_E, 2009-09-23 ,Rudd,Australia,Kevin   Rudd,AUS,Prime Minister of Australia hear an address by the Prime Minister of Australia. 
3313,General debate,A_64_PV.4_E, 2009-09-23 ,Kaczynski,Poland,Lech  Kaczynski,POL,President of the Republic of Poland 
3314,General debate,A_64_PV.4_E, 2009-09-23 ,Yushchenko,Ukraine,Victor  Yushchenko,UKR,President of Ukraine hear an address by the President of Ukraine. Mr. Victor Yushchenko
3315,General debate,A_64_PV.4_E, 2009-09-23 ,Morales Ayma,Bolivia,Evo  Morales Ayma,BOL,President of the Plurinational State of Bolivia 
3316,General debate,A_64_PV.4_E, 2009-09-23 ,Ahmadinejad,Iran,Mahmoud  Ahmadinejad,IRN,President of the Islamic Republic of Iran 
3317,General debate,A_64_PV.4_E, 2009-09-23 ,Fernández,Dominican Republic,Leonel  Fernández,DOM,President of the Argentine Republic address by the President of the Argentine Republic. 
3318,General debate,A_64_PV.4_E, 2009-09-23 ,Obiang Nguema Mbasogo,Equatorial Guinea,Teodoro  Obiang Nguema Mbasogo,GNQ,President of the Republic of Equatorial Guinea 
3319,General debate,A_64_PV.4_E, 2009-09-23 ,Funes Cartagena,El Salvador,Carlos Mauricio  Funes Cartagena,SLV,President of the Republic of El Salvador 
3320,General debate,A_64_PV.4_E, 2009-09-23 ,Klaus,Czech Republic,Václav  Klaus,CZE,President of the Czech Republic hear an address by Republic. 
3321,General debate,A_64_PV.4_E, 2009-09-23 ,Zuma,South Africa,Jacob  Zuma,ZAF,President of the Republic of South Africa 
3322,General debate,A_64_PV.4_E, 2009-09-23 ,Medvedev,Russian Federation,Dmitry Anatolyevich  Medvedev,RUS,President of the Russian Federation 
3323,General debate,A_64_PV.4_E, 2009-09-23 ,Uribe Vélez,Colombia,Alvaro  Uribe Vélez,COL,President of the Republic of Colombia 
3324,General debate,A_64_PV.4_E, 2009-09-23 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,was escorted into the General Assembly Hall. 
3325,General debate,A_64_PV.4_E, 2009-09-23 ,Rahmon,Tajikistan,Emomali   Rahmon,TJK,President of the Republic of Tajikistan 
3326,General debate,A_64_PV.4_E, 2009-09-23 ,Hu,China,Jintao  Hu,CHN,including its Chair and the President of the Inter-American Court of Human Rights. That visit occurred 30 years after the Courts first visit
3298,General debate,A_64_PV.5_E, 2009-09-24 ,Netanyahu,Israel,Binyamin  Netanyahu,ISR,Prime Minister of the State of Israel 
3299,General debate,A_64_PV.5_E, 2009-09-24 ,Erdogan,Turkey,Recep Tayyip  Erdogan,TUR,Prime Minister of the Republic of Turkey 
3300,General debate,A_64_PV.5_E, 2009-09-24 ,Hatoyama,Japan,Yukio  Hatoyama,JPN,Prime Minister of Japan 
3301,General debate,A_64_PV.5_E, 2009-09-24 ,Rodríguez Zapatero,Spain,José Luis  Rodríguez Zapatero,ESP,President of the Government of the Kingdom of Spain 
3302,General debate,A_64_PV.5_E, 2009-09-24 ,Merz,Switzerland,Hans-Rudolf   Merz,CHE,President of the Swiss Confederation 
3303,General debate,A_64_PV.5_E, 2009-09-24 ,Martinelli Berrocal,Panama,Ricardo Alberto  Martinelli Berrocal,PAN,President of the Republic of Panama 
3304,General debate,A_64_PV.5_E, 2009-09-24 ,Koroma,Sierra Leone,Ernest Bai   Koroma,SLE,President of the Republic of Sierra Leone 
3305,General debate,A_64_PV.5_E, 2009-09-24 ,Menezes,Sao Tome and Principe,Fradique Bandeira Melo de  Menezes,STP,President of the Democratic Republic of Sao Tome and Principe 
3306,General debate,A_64_PV.5_E, 2009-09-24 ,Christofias,Cyprus,Dimitris  Christofias,CYP,President of the Republic of Cyprus 
3307,General debate,A_64_PV.5_E, 2009-09-24 ,Grybauskaite,Lithuania,Dalia  Grybauskaite,LTU,President of the Republic of Lithuania 
3308,General debate,A_64_PV.5_E, 2009-09-24 ,Kagame,Rwanda,Paul  Kagame,RWA,President of the Republic of Rwanda 
3309,General debate,A_64_PV.5_E, 2009-09-24 ,Komsic,Bosnia and Herzegovina,Zeljko  Komsic,BIH,Chairman of the Presidency of Bosnia and Herzegovina 
3310,General debate,A_64_PV.5_E, 2009-09-24 ,Mills,Ghana,John Evans Atta  Mills,GHA,President of the Republic of Ghana 
3311,General debate,A_64_PV.5_E, 2009-09-24 ,Sambi,Comoros,Ahmed Abdallah  Sambi,COM,President of the Union of the Comoros 
3284,General debate,A_64_PV.7_E, 2009-09-25 ,Ramgoolam,Mauritius,Navinchandra  Ramgoolam,MUS,Prime Minister of the Republic of Mauritius 
3285,General debate,A_64_PV.7_E, 2009-09-25 ,Al-Sabah,Kuwait,Nasser Al-Mohammad Al-Ahmad  Al-Sabah,KWT,Prime Minister of the State of Kuwait 
3286,General debate,A_64_PV.7_E, 2009-09-25 ,Spencer,Antigua and Barbuda,Winston Baldwin  Spencer,ATG,Prime Minister and Minister for Foreign Affairs of Antigua and Barbuda 
3287,General debate,A_64_PV.7_E, 2009-09-25 ,Abbas,Palestinian Authority,Mahmoud  Abbas,PSE,
3288,General debate,A_64_PV.7_E, 2009-09-25 ,Zardari,Pakistan,Asif Ali   Zardari,PAK,President of the Islamic Republic of Pakistan 
3289,General debate,A_64_PV.7_E, 2009-09-25 ,Tong,Kiribati,Anote  Tong,KIR,President of the Republic of Kiribati 
3290,General debate,A_64_PV.7_E, 2009-09-25 ,Liverpool,Dominica,Nicholas Joseph Orville  Liverpool,DMA,President of the Commonwealth of Dominica 
3291,General debate,A_64_PV.7_E, 2009-09-25 ,Ivanov,The former Yugoslav Republic of Macedonia,Gjorge   Ivanov,MKD,President of the former Yugoslav Republic of Macedonia 
3292,General debate,A_64_PV.7_E, 2009-09-25 ,Ahmed,Somalia,Sheikh Sharif Sheikh   Ahmed,SOM,President of the Transitional Federal Government of the Somali Republic 
3293,General debate,A_64_PV.7_E, 2009-09-25 ,Gbagbo,Côte d'Ivoire,Laurent  Gbagbo,CIV,President of the Republic of Cote dIvoire 
3294,General debate,A_64_PV.7_E, 2009-09-25 ,Ilves,Estonia,Toomas Hendrik  Ilves,EST,President of the Republic of Estonia 
3295,General debate,A_64_PV.7_E, 2009-09-25 ,Toribiong,Palau,Johnson  Toribiong,PLW,President of the Republic of Palau address by the President of the Republic of Palau. 
3296,General debate,A_64_PV.7_E, 2009-09-25 ,Stephen,Nauru,Marcus   Stephen,NRU,President of the Republic of Nauru 
3297,General debate,A_64_PV.7_E, 2009-09-25 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe 
3263,General debate,A_64_PV.8_E, 2009-09-25 ,Toungui,Gabon,Paul  Toungui,GAB,Minister for Foreign Affairs
3264,General debate,A_64_PV.8_E, 2009-09-25 ,Mammadyarov,Azerbaijan,Elmar Maharram oglu  Mammadyarov,AZE,Minister for Foreign Affairs of the Republic of Azerbaijan. Mr. Mammadyarov (Azerbaijan): I would like to join previous congratulating His Excellency Mr. Ali Abdussalam Treki of Libya on his election to the post of President of the General Assembly at its sixty-fourth session. I wish him every success. I should also like to thank his predecessor
3265,General debate,A_64_PV.8_E, 2009-09-25 ,Romulo,Philippines,Alberto Gatmaitan  Romulo,PHL,Secretary of Foreign Affairs of the Philippines. Mr. Romulo (Philippines) (spoke in Spanish): Allow me to warmly congratulate Mr. Ali Abdussalam Treki on his well-deserved election to preside over the General Assembly at its sixty-fourth session. I assure him of the full cooperation of the Philippines as he discharges the duties of his high office. We are gathered here today
3266,General debate,A_64_PV.8_E, 2009-09-25 ,Ehouzou,Benin,Jean-Marie  Ehouzou,BEN,Minister for Foreign Affairs of the Republic of Benin. Mr. Ehouzou (Benin) (spoke in French): I should like at the outset to express my pleasure at seeing Mr. Treki so brilliantly execute the lofty tasks of the presidency of the General Assembly on behalf of Africa. I offer him my warmest congratulations and wish him every success in that office. I also take this opportunity to pay tribute to Secretary-General Ban Ki-moon for the sincere commitment that he has shown. 
3267,General debate,A_64_PV.8_E, 2009-09-25 ,Saudabayev,Kazakhstan,Kanat  Saudabayev,KAZ,in view of the many challenges we are confronting today
3268,General debate,A_64_PV.8_E, 2009-09-25 ,Fono,Solomon Islands,Fredrick  Fono,SLB,Deputy Prime Minister of Solomon Islands. Mr. Fono (Solomon Islands): I bring warm greetings to the Assembly from the happy isles and convey my Government and peoples profound congratulations to Mr. Treki on his assumption of the presidency of the General Assembly at its sixty-fourth session. We are confident that
3269,General debate,A_64_PV.8_E, 2009-09-25 ,Symonette,Bahamas,T. Brent  Symonette,BHS,Deputy Prime Minister and Minister for Foreign Affairs of the Bahamas. Mr. Symonette (Bahamas): On behalf of the Government and people of the Commonwealth of the Bahamas
3270,General debate,A_64_PV.8_E, 2009-09-25 ,Natapei,Vanuatu,Edward Nipake   Natapei,VUT,Prime Minister of the Republic of Vanuatu 
3271,General debate,A_64_PV.8_E, 2009-09-25 ,Touadera,Central African Republic,Faustin Archange  Touadera,CAF,Prime Minister of the Central African Republic 
3272,General debate,A_64_PV.8_E, 2009-09-25 ,Dukanovic,Montenegro,Milo  Dukanovic,MNE,Prime Minister of Montenegro 
3273,General debate,A_64_PV.8_E, 2009-09-25 ,Key,New Zealand,John  Key,NZL,Prime Minister of New Zealand 
3274,General debate,A_64_PV.8_E, 2009-09-25 ,Odinga,Kenya,Raila Amollo  Odinga,KEN,Prime Minister of the Republic of Kenya 
3275,General debate,A_64_PV.8_E, 2009-09-25 ,Boakai,Liberia,Joseph Nyumah  Boakai,LBR,Vice-President of the Republic of Liberia 
3276,General debate,A_64_PV.8_E, 2009-09-25 ,Sardjoe,Suriname,Ramdien  Sardjoe,SUR,Vice- President of the Republic of Suriname 
3277,General debate,A_64_PV.8_E, 2009-09-25 ,Nguyen,Viet Nam,Minh Triet  Nguyen,VNM,President of the Socialist Republic of Viet Nam 
3278,General debate,A_64_PV.8_E, 2009-09-25 ,Biya,Cameroon,Paul  Biya,CMR,President of the Republic of Cameroon 
3279,General debate,A_64_PV.8_E, 2009-09-25 ,Tsakhia,Mongolia,Elbegdorj  Tsakhia,MNG,President of Mongolia hear an address by the President of Mongolia. 
3280,General debate,A_64_PV.8_E, 2009-09-25 ,Mswati III,Swaziland,1968-   King of Swaziland Mswati III,SWZ,Head of State of the Kingdom of Swaziland 
3281,General debate,A_64_PV.8_E, 2009-09-25 ,Sassou N'Guesso,Congo,Denis  Sassou N'Guesso,COG,President of the Republic of the Congo. 
3282,General debate,A_64_PV.8_E, 2009-09-25 ,Mori,Micronesia,Emanuel  Mori,FSM,President of the Federated States of Micronesia 
3283,General debate,A_64_PV.8_E, 2009-09-25 ,Tadic,Serbia,Boris  Tadic,SRB,President of the Republic of Serbia 
3227,General debate,A_64_PV.9_E, 2009-09-26 ,Fassi Fihri,Morocco,Taïb  Fassi Fihri,MAR,Minister for Foreign Affairs and Cooperation of the Kingdom of Morocco. Mr. Fihri (spoke in Arabic): On behalf of the Kingdom of Morocco
3228,General debate,A_64_PV.9_E, 2009-09-26 ,Lajcak,Slovakia,Miroslav  Lajcak,SVK,Minister for Foreign Affairs of the Slovak Republic. Mr. Lajcak (Slovakia): It is a great privilege and honour for me to address the General Assembly
3229,General debate,A_64_PV.9_E, 2009-09-26 ,Judeh,Jordan,Nasser  Judeh,JOR,Minister for Foreign Affairs of the Hashemite Kingdom of Jordan. Mr. Judeh (Jordan) (spoke in Arabic): First of all
